"UserID","Date","Trnmnts","StakesT","WinningsT"
16995,2015-02-08,6,4.47722,3.07261
16995,2015-02-09,1,0.08779,0
16996,2017-03-10,1,5.21036,0
16996,2017-09-30,7,7.64918,3.82458
16996,2017-10-06,2,0.42606,0.42606
16996,2017-10-10,1,2.55542,5.11084
16996,2017-10-31,1,2.58041,10.32163
16996,2018-01-05,1,0.20752,0.41505
16996,2019-07-20,3,14.68194,9.36085
17026,2015-02-07,3,0.42139,0.76376
17026,2015-02-08,2,0.17558,0
17026,2015-03-04,3,2.05541,0.48258
17026,2015-03-21,1,0.93214,0
17030,2015-03-12,4,362.14843,259.12896
17030,2015-03-13,17,538.3443,241.09204
17030,2015-03-14,17,652.17391,779.97165
17030,2015-03-15,45,1583.64839,1168.55387
17030,2015-03-16,35,15.8201,15.89635
17030,2015-03-17,33,7.30623,7.64779
17030,2015-03-18,4,1.04066,0.6816
17030,2015-03-19,3,0.94447,0.94447
17030,2015-03-21,14,3.45824,3.50485
17030,2015-03-24,23,381.2155,549.35547
17030,2015-03-25,37,1418.06316,1571.43706
17030,2015-03-26,36,1002.40925,1096.99849
17030,2015-03-27,40,1289.11604,1747.01212
17030,2015-03-28,40,979.83768,830.125
17030,2015-03-29,6,79.37234,8.30216
17030,2015-03-30,13,431.70749,518.14089
17030,2015-03-31,10,161.99271,194.54399
17030,2015-04-02,23,757.3645,888.57913
17030,2015-04-03,10,241.1065,324.32491
17030,2015-04-05,7,0.92421,0.92421
17030,2015-04-06,1,45.59548,0
17030,2015-04-07,7,67.42487,45.61841
17030,2015-04-09,11,69.70089,41.80207
17030,2015-04-10,5,63.84195,0
17030,2015-04-12,4,88.49558,67.81556
17030,2015-04-13,7,58.94257,18.00443
17030,2015-04-14,12,116.23435,79.00323
17030,2015-04-19,4,130.73116,86.46932
17030,2015-04-20,18,396.12912,232.92287
17030,2015-04-22,4,1.21269,0.52239
17030,2015-04-23,17,65.92179,32.73745
17030,2015-04-25,19,65.78578,38.7643
17030,2015-04-26,5,7.44392,6.51345
17030,2015-04-27,14,105.77631,36.92053
17030,2015-04-28,33,248.91097,165.79054
17030,2015-04-29,25,3.66874,3.66874
17030,2015-04-30,21,4.89662,5.80339
17030,2015-05-01,25,5.11939,4.26639
17030,2015-05-08,5,41.5231,8.03958
17030,2015-05-09,1,0.17669,0
17030,2015-05-10,33,74.82991,49.43899
17030,2015-05-11,20,277.00264,269.33022
17030,2015-05-12,14,196.46367,215.29824
17030,2015-05-13,9,160.01376,42.63144
17030,2015-05-14,8,116.93673,104.99094
17030,2015-05-15,22,169.56594,55.96556
17030,2015-05-16,22,133.10487,127.92128
17030,2015-05-17,7,44.36829,39.9754
17030,2015-05-18,7,56.7983,68.38518
17030,2015-05-19,20,148.34971,127.63341
17030,2015-05-20,9,15.41339,0.96222
17030,2015-05-21,17,44.43243,31.9662
17030,2015-05-22,5,8.0924,8.00271
17030,2015-05-30,2,13.74129,16.67277
17030,2015-06-01,6,59.15545,107.66289
17030,2015-06-02,7,137.14914,83.2038
17030,2015-06-03,5,136.47695,66.0737
17030,2015-07-03,7,70.44797,42.72037
17030,2015-08-01,4,77.61139,8.30898
17030,2015-08-02,1,1.82615,0
17030,2015-08-15,4,0.89815,5.3889
17030,2015-08-17,5,0.90041,0.90041
17030,2015-08-19,11,6.33082,2.7132
17030,2015-08-21,6,1.70297,1.16519
17030,2015-08-22,3,0.44815,0.16133
17030,2015-10-10,4,14.20202,8.0774
17030,2015-10-14,4,18.02673,0
17030,2015-10-17,1,0.08744,0
17030,2015-10-22,2,13.2147,0
17030,2015-10-23,3,26.49665,48.2239
17030,2015-10-26,4,0.63543,0.4902
17030,2015-11-05,6,0.91583,1.28216
17030,2016-04-16,2,0.29296,0
17030,2016-04-17,2,0,0
17030,2016-04-18,1,0,0
17030,2016-04-19,9,12.94552,0.35394
17030,2016-04-20,1,0,0
17030,2016-04-21,2,0,0
17030,2016-05-09,1,0,0
17051,2017-05-16,1,0.10044,0
17053,2018-04-18,1,0.00808,0
17063,2015-02-08,4,0.52674,0.5004
17063,2015-02-10,1,0.4415,0
17063,2015-02-13,13,11.54896,22.28686
17063,2015-02-14,3,4.408,3.17376
17063,2015-02-15,14,9.60944,8.07546
17063,2015-02-16,6,2.28392,0.49192
17063,2015-02-17,5,6.32467,3.16233
17063,2015-02-18,2,0.61533,0.31646
17063,2015-02-24,1,1.76211,3.17181
17063,2015-02-25,8,6.87715,2.75183
17063,2015-02-27,1,0.88386,1.59095
17063,2015-02-28,2,1.76772,1.50256
17063,2015-03-01,5,1.23741,0.49496
17063,2016-03-16,2,0.99072,0
17063,2016-03-17,9,5.7456,3.42216
17063,2016-03-18,4,3.0418,3.19455
17063,2016-03-20,1,4.88056,0
17063,2016-03-21,9,5.36901,6.21189
17063,2016-03-23,1,0.97959,0
17063,2016-03-24,6,1.66531,5.16511
17063,2016-03-27,1,0.98474,0
17063,2016-03-28,7,4.23581,11.10421
17063,2016-03-30,2,1.08273,0.17896
17063,2016-04-01,2,3.87484,0
17063,2016-04-02,2,0.29061,0.17613
17065,2015-03-13,2,0.5,0
17128,2015-02-12,46,121.47477,112.84592
17128,2015-03-03,3,0,0
17128,2015-03-04,22,39.24342,33.75362
17128,2015-03-06,7,15.83712,8.59729
17128,2015-03-08,1,0,0
17128,2015-03-19,1,0,0
17128,2015-03-29,5,0.03648,0
17128,2015-04-12,1,0,0
17128,2015-05-10,25,25.53228,23.04092
17128,2015-05-11,20,20.99482,16.62797
17128,2015-05-16,1,0,0
17128,2015-05-25,142,294.90319,338.96612
17128,2015-05-26,13,56.45596,76.37949
17128,2015-05-27,153,582.76629,484.02998
17128,2015-06-05,35,28.11918,10.21549
17128,2015-06-06,30,30.26513,25.13081
17128,2015-06-07,2,0.01774,0
17128,2015-06-08,58,54.19926,35.6648
17128,2015-06-09,1,0,0
17128,2015-06-11,52,123.97694,106.6537
17128,2015-06-21,32,36.31096,32.00285
17128,2015-07-03,31,27.0051,21.74854
17128,2015-07-05,18,30.70812,28.0708
17128,2015-07-16,1,0.455,0
17128,2015-09-08,103,196.75106,185.04608
17128,2015-09-11,14,6.00786,1.64434
17128,2015-09-14,56,30.65991,21.56339
17128,2015-09-15,4,0.00882,0
17128,2015-09-16,1,0,0
17128,2015-09-19,21,15.98937,11.27211
17128,2015-09-20,4,0,0
17128,2015-09-22,6,0.03552,0
17128,2015-09-23,1,0,0
17128,2015-09-27,5,5.4401,0.16053
17128,2015-09-28,1,0.17872,0
17128,2015-10-01,1,0,0
17128,2015-10-07,1,0,0
17128,2015-10-15,2,1.31406,0.78844
17128,2015-10-16,122,2554.52596,994.12703
17128,2015-10-17,13,22.90812,37.50985
17128,2015-10-18,5,0,0
17128,2015-10-19,4,7.9344,6.48858
17128,2015-10-20,4,7.0528,6.48858
17128,2015-10-21,30,39.31595,27.39773
17128,2015-10-29,1,0,0
17128,2015-10-30,71,25.62393,19.00548
17128,2015-10-31,1,0.09137,0
17128,2015-11-02,1,0,0
17128,2015-11-08,11,3.12815,2.42893
17128,2015-11-13,1,0,0
17128,2015-11-18,3,0.6284,0.97543
17128,2015-12-10,1,0,0
17128,2015-12-11,9,10.76261,6.49232
17128,2015-12-25,16,33.09261,17.64329
17128,2015-12-26,9,2.82478,1.27981
17128,2016-01-08,14,41.73359,31.99484
17128,2016-01-09,5,1.32927,0.18462
17128,2016-01-21,23,7.19648,1.64805
17128,2016-01-22,1,0,0
17128,2016-02-03,5,2.53956,2.7871
17128,2016-02-15,4,2.94157,0
17128,2016-02-16,1,0.09825,0
17128,2016-02-17,1,0,0
17128,2016-02-28,11,8.80934,6.62288
17128,2016-02-29,3,0,0
17128,2016-03-01,1,0,0
17128,2016-03-09,12,3.69339,1.85123
17128,2016-04-03,12,2.75643,0.35226
17128,2016-04-08,39,49.83581,45.23507
17128,2016-04-09,14,0.86045,0.1756
17128,2016-04-17,3,1.08306,0
17128,2016-04-18,9,0.07992,0
17128,2016-04-20,27,18.52868,11.00606
17128,2016-04-21,46,58.77392,51.42481
17128,2016-04-26,38,37.62736,25.06709
17128,2016-05-06,4,2.89135,1.74705
17128,2016-05-07,84,343.91451,262.4935
17128,2016-05-08,1,0,0
17128,2016-05-09,3,0.02631,0
17128,2016-05-10,9,2.99051,1.92936
17128,2016-05-27,1,1.96824,0
17128,2016-05-29,5,2.36188,1.78931
17128,2016-06-16,2,0.68604,0
17128,2016-06-17,6,0.0534,0
17128,2016-06-19,1,0,0
17128,2016-08-11,18,19.48532,15.59907
17134,2015-02-27,2,0.26516,0.31819
17171,2015-02-07,2,6.1452,0
17171,2015-02-08,1,1.75577,0
17190,2015-02-08,3,0.7,0
17190,2015-02-09,25,48.5,67.05
17190,2015-02-10,39,264.5,231.89
17190,2015-02-12,21,32.5,22.68
17190,2015-02-16,16,62.5,43.56
17190,2015-02-17,8,36.5,20.34
17190,2015-02-20,2,8,0
17190,2015-02-21,9,7.5,5.52
17190,2015-02-25,25,80,64.92
17190,2015-02-26,13,41,41
17190,2015-03-01,3,0,0
17190,2015-03-06,21,107.5,77.8
17190,2015-03-07,2,0,0
17190,2015-03-09,4,23,37.04
17190,2015-03-10,21,76,39.98
17190,2015-03-11,8,7.5,4.6
17190,2015-03-22,7,33,27.78
17190,2015-03-23,1,0,0
17190,2015-04-07,8,76,98.12
17190,2015-04-08,11,111,46.5
17190,2015-04-09,9,90,111
17190,2015-04-10,16,124,101.71
17190,2015-04-11,1,0,0
17190,2015-04-12,6,1,1
17190,2015-04-13,3,50,0
17190,2015-04-14,6,30,27.84
17190,2015-04-15,5,21.5,12.09
17190,2015-04-16,3,0.4,0
17190,2015-04-19,4,60,74
17190,2015-04-21,7,77,37
17190,2015-04-22,3,60,74
17190,2015-04-23,2,0,0
17190,2015-04-24,3,50,37
17190,2015-04-27,1,0,0
17190,2015-04-28,5,17,1
17190,2015-05-02,1,0.2,0
17190,2015-05-05,8,140,37
17190,2015-05-07,1,10,0
17190,2015-05-20,7,44,33.28
17190,2015-06-05,2,30,0
17190,2015-06-06,6,71,96.26
17190,2015-06-07,4,50.2,37
17190,2015-06-08,5,38.5,28.66
17190,2015-06-11,5,60,18.5
17190,2015-08-06,4,21,0
17190,2015-08-07,1,0,0
17190,2015-08-14,14,46,36.48
17190,2015-08-15,5,20,1.84
17190,2015-08-17,12,46,42.71
17190,2015-08-18,13,59,90.63
17190,2015-08-19,18,98,106.75
17190,2015-08-20,19,96.5,61.16
17190,2015-08-21,6,6,4.27
17190,2015-08-22,5,21,18.54
17190,2015-08-23,10,40,30.69
17190,2015-08-24,2,2,0
17190,2015-08-25,4,20,0
17190,2015-08-28,4,18,18.96
17190,2015-08-29,6,7.2,0
17216,2015-02-24,1,0.17621,0.37885
17246,2015-02-07,1,0,0
17246,2015-02-08,1,0,0
17246,2015-02-16,3,0,0
17246,2015-02-17,1,0,0
17246,2015-02-22,1,0,0
17316,2015-05-12,7,1.52169,0.61672
17316,2015-05-13,3,3.7631,3.17176
17316,2015-05-16,1,0,0
17316,2015-06-29,1,0.89558,1.64786
17321,2015-02-07,1,1,0
17321,2015-02-08,5,30.5,27.9
17321,2015-02-21,2,10.5,0
17343,2015-02-15,1,8.81601,40.11285
17343,2015-02-16,3,26.35278,0
17343,2015-02-21,23,168.4654,63.87645
17343,2015-02-22,2,17.54848,0
17343,2015-02-24,2,17.62114,0
17343,2015-05-11,8,71.44136,81.26452
17343,2015-05-12,7,38.42934,3.03626
17343,2015-05-13,2,10.7162,0.89302
17343,2015-05-15,3,2.19645,1.49359
17343,2015-05-26,2,1.82116,3.09598
17343,2015-09-04,1,0.44695,0
17343,2015-09-05,18,80.4505,79.81585
17343,2015-09-06,31,172.96863,165.01298
17343,2015-09-07,7,64.62615,12.54825
17343,2015-09-09,3,10.73345,8.13953
17343,2015-09-10,4,35.79418,29.31544
17343,2015-09-11,16,29.8468,17.29331
17343,2015-09-22,8,46.16068,16.54682
17343,2015-09-25,2,6.24275,0
17343,2015-09-27,18,52.61746,50.69116
17343,2015-09-28,3,8.04218,3.94067
17343,2015-09-29,25,108.0743,74.8571
17343,2015-09-30,3,17.78884,12.4344
17343,2015-10-01,1,8.89442,0
17343,2015-10-02,3,17.90831,46.02435
17343,2015-10-03,17,205.94551,271.66009
17343,2015-10-04,15,150.42977,28.60852
17343,2015-10-05,7,10.26053,8.35118
17343,2015-10-06,19,66.83895,60.82343
17343,2015-10-07,5,8.91583,0
17343,2015-10-08,8,20.43718,20.01066
17343,2015-10-09,11,39.94316,16.03053
17343,2015-10-10,17,133.14391,134.35116
17343,2015-10-11,24,128.70578,157.80222
17343,2015-10-12,15,78.36575,54.2837
17343,2015-10-13,17,70.80035,43.219
17343,2015-10-14,4,14.94899,16.19768
17343,2015-10-15,12,43.36398,41.5506
17343,2015-10-16,23,100.55091,75.53555
17343,2015-10-17,7,17.48712,14.40937
17343,2015-10-18,19,109.29444,128.43404
17343,2015-10-19,55,489.28848,408.8601
17343,2015-10-20,19,330.60037,170.91598
17343,2015-11-02,2,0,44.02571
17343,2016-06-30,14,7.14643,7.5795
17343,2016-07-01,3,1.48599,1.80118
17343,2016-07-02,5,5.44859,0
17343,2016-07-03,11,51.01857,10.80711
17343,2016-07-04,10,18.28651,17.25315
17343,2016-07-05,13,24.20061,38.79277
17343,2016-07-06,15,29.6613,21.57186
17343,2016-07-07,9,27.33428,35.24085
17343,2016-07-08,5,9.9276,6.49808
17343,2016-07-09,5,9.9276,17.32821
17343,2016-07-13,13,41.69945,23.82823
17343,2016-07-15,1,1.98014,0
17343,2016-07-16,10,47.52344,38.88284
17343,2016-07-17,2,14.85108,0
17343,2016-07-18,8,21.9396,20.67034
17343,2016-07-21,1,1.99451,0
17343,2016-09-21,2,3.93758,4.83247
17343,2016-09-22,6,11.83656,8.64427
17343,2016-09-23,6,19.61729,8.56026
17343,2016-10-11,1,1.9696,0
17343,2016-11-26,1,0.52128,0
17344,2015-02-23,1,1.75824,0
17346,2015-02-07,4,31.6039,19.62953
17346,2015-02-08,4,237.02924,181.38003
17346,2015-02-09,7,70.23088,49.09139
17346,2015-02-24,17,165.19921,154.07105
17346,2015-02-25,5,203.01879,123.13532
17346,2015-02-27,4,53.03164,74.38571
17346,2015-02-28,9,287.25473,460.49143
17346,2015-03-01,4,114.9019,98.32066
17346,2015-03-02,3,53.61452,133.41077
17346,2015-03-03,3,53.6193,33.31546
17346,2015-03-06,1,18.09955,0
17346,2015-03-08,16,737.55658,723.99998
17346,2015-03-09,1,18.45359,0
17346,2015-03-10,5,161.4689,119.83761
17346,2015-03-11,6,120.66085,68.38686
17346,2015-03-15,1,47.25898,0
17346,2015-03-22,5,149.14242,104.25056
17346,2015-03-31,1,18.43318,0
17346,2015-04-04,2,36.96858,33.6414
17346,2015-04-06,1,18.48429,0
17346,2015-04-24,2,27.91476,20.80581
17346,2015-05-30,1,18.32173,0
17346,2015-08-15,1,8.9815,0
17346,2015-08-16,1,0,0
17346,2015-09-14,1,8.82301,0
17346,2015-09-19,2,17.66784,19.29329
17346,2015-09-29,2,13.39764,0
17346,2015-11-05,1,18.20002,33.12403
17346,2015-11-07,6,87.40455,61.95602
17346,2015-11-08,1,9.20048,0
17346,2015-11-14,1,10.2297,0
17346,2015-11-28,1,20.72539,0
17346,2016-02-09,2,11.8409,0
17346,2016-02-13,1,19.4482,0
17346,2016-05-07,1,9.60875,0
17346,2016-09-16,1,9.78447,17.78995
17346,2016-09-17,3,18.67945,0
17346,2016-09-20,9,105.41823,100.67928
17361,2015-02-10,1,0.883,0
17361,2015-03-08,1,0.181,0
17361,2015-03-11,2,0.01856,0
17361,2018-11-09,1,0.00876,0
17361,2019-05-25,2,0.98604,0.98604
17361,2019-12-22,1,0.89893,0
17371,2015-02-07,2,2.63366,3.16039
17371,2015-02-08,4,5.26732,5.25854
17371,2015-02-10,2,3.532,6.35762
17371,2015-02-12,9,41.53498,32.16614
17371,2015-02-13,2,8.84096,16.09054
17371,2015-02-15,5,26.44801,16.04514
17371,2015-02-20,1,1.75639,3.1615
17371,2015-02-24,1,1.75824,0
17371,2016-09-28,3,5.8755,7.1218
17371,2016-09-29,2,3.917,0
17371,2016-10-07,4,21.58344,3.56751
17371,2016-10-08,1,1.96696,0
17371,2016-10-10,2,6.87641,3.57216
17371,2016-11-18,1,2.05293,3.7326
17371,2017-01-26,3,5.11685,3.72135
17371,2017-01-27,1,2.04956,0
17371,2017-04-08,1,5.1588,0
17371,2017-04-10,5,24.93576,22.66889
17371,2017-04-13,10,100.56171,89.3463
17371,2017-04-14,5,25.8342,28.18278
17371,2017-04-15,5,46.50156,37.57704
17371,2017-04-17,1,2.07373,3.77042
17371,2017-04-18,4,6.21672,0
17371,2017-04-22,3,0.19565,1.02482
17371,2017-04-23,5,0.76396,0
17371,2017-04-24,5,6.22468,1.53895
17371,2017-04-25,5,0.61711,0
17371,2017-04-26,2,0.5142,0
17371,2017-04-27,4,0.10999,0
17371,2017-04-28,2,0.11015,0
17371,2017-04-29,4,0.11015,0
17371,2017-04-30,3,0.11015,0
17371,2017-05-01,3,0.11018,0
17371,2017-05-02,4,0.11009,0
17371,2017-05-03,1,0.00916,0
17371,2017-05-06,1,0.00916,0
17371,2017-05-07,4,0.10988,0
17371,2017-05-08,8,8.43197,1.81919
17371,2017-05-09,26,25.08323,16.32594
17371,2017-05-10,18,9.59669,3.66828
17371,2017-05-11,13,0.26638,0.10088
17371,2017-05-12,10,3.37655,2.02411
17371,2017-05-13,8,0.0552,0
17371,2017-05-19,4,2.5328,0.27843
17371,2017-05-20,8,20.79235,214.65973
17371,2017-05-21,10,2.12863,0
17371,2017-05-22,2,0.49095,0.49399
17371,2017-05-24,1,0.00891,0
17371,2017-05-26,16,21.41342,10.27316
17371,2017-05-27,36,412.98244,192.93665
17371,2017-05-28,19,47.40093,8.67992
17371,2017-05-29,4,0.59948,0
17371,2017-05-30,12,6.57777,2.8101
17371,2017-05-31,20,23.9554,12.40709
17371,2017-06-01,7,1.15655,0.4931
17371,2017-06-02,3,0.49873,0
17371,2017-06-04,6,0.67684,0
17371,2017-06-06,15,33.20249,9.16421
17371,2017-06-07,20,67.26114,60.42519
17371,2017-06-08,4,0.59514,0.09768
17371,2017-06-09,8,18.52609,8.66687
17371,2017-06-10,1,0,0
17371,2017-06-14,1,0.00893,0
17371,2017-06-20,18,43.95211,47.4053
17371,2017-06-21,8,10.8114,0.49177
17371,2017-06-22,9,18.03578,5.32975
17371,2017-06-25,3,6.71958,0
17371,2017-06-26,2,4.91449,1.11693
17371,2017-06-28,4,11.21467,1.11168
17371,2017-06-29,2,2.81735,1.32063
17371,2017-06-30,3,1.85725,0
17371,2017-07-01,1,0.87648,0
17371,2017-07-13,4,10.7574,0
17371,2017-07-14,10,25.32322,6.31416
17371,2017-07-16,1,4.81947,0
17371,2017-07-17,8,20.26083,12.81764
17371,2017-07-18,11,32.53797,28.71404
17371,2017-07-19,5,4.90072,11.05872
17371,2017-07-21,8,18.74356,0
17371,2017-07-22,4,5.6222,1.72991
17371,2017-07-23,4,6.18443,0
17371,2017-07-25,2,0.03433,0
17371,2017-07-26,5,0.60059,0
17371,2017-07-27,1,0,0
17371,2017-07-29,10,22.39306,2.7767
17371,2017-07-30,3,0.94835,0
17371,2017-07-31,1,0.09361,0
17371,2017-08-02,1,0.00846,0
17371,2017-08-04,15,41.92594,10.12093
17371,2017-08-05,3,2.53023,1.68682
17371,2017-08-06,4,10.96434,1.05426
17371,2017-08-07,9,17.36953,0
17371,2017-08-08,3,13.99137,5.93573
17371,2017-08-09,11,39.87749,44.27263
17371,2017-08-10,6,22.07807,15.20253
17371,2017-08-13,17,105.15364,194.80243
17371,2017-08-14,5,27.97616,18.82172
17371,2017-08-15,15,99.18557,91.35471
17371,2017-08-16,3,9.33159,1.05944
17371,2017-08-18,7,24.69957,8.84927
17371,2017-08-19,5,19.16346,8.95999
17371,2017-08-20,2,1.87376,0
17371,2017-08-21,4,14.98445,0
17371,2017-08-23,5,23.36249,0
17371,2017-08-24,5,9.25194,6.92976
17371,2017-08-25,12,117.37438,134.80578
17371,2017-08-26,5,74.57664,35.67815
17371,2017-08-27,1,0.93221,0
17371,2017-08-28,13,130.41561,148.97556
17371,2017-08-30,1,0.00833,0
17371,2017-08-31,8,42.40963,19.71294
17371,2017-09-01,4,33.19015,9.65532
17371,2017-09-02,1,0.92575,0
17371,2017-09-03,2,0.01684,0
17371,2017-09-06,10,38.74557,33.83759
17371,2017-09-07,6,0.0504,0
17371,2017-09-08,2,5.09359,0.50101
17371,2017-09-09,12,31.78064,26.31964
17371,2017-09-10,8,4.65103,0
17371,2017-09-11,12,26.14429,18.48722
17371,2017-09-12,18,23.76233,11.02311
17371,2017-09-13,6,0.05006,0
17371,2017-09-14,5,2.04332,0.92119
17371,2017-09-15,3,0.02515,0
17371,2017-09-16,3,0.02523,0
17371,2017-09-17,1,0.00841,0
17371,2017-09-18,1,0.4607,0
17371,2017-09-19,4,12.8997,4.03744
17371,2017-09-20,1,0.00837,0
17371,2017-09-21,16,73.02708,35.56946
17371,2017-09-22,13,8.12508,0
17371,2017-09-23,5,0.042,0
17371,2017-09-24,1,9.23533,0
17371,2017-09-26,9,43.95119,32.40978
17371,2017-09-27,1,0.00847,0
17371,2017-09-28,1,0,0
17371,2017-10-08,1,0.18747,0.59648
17371,2017-10-10,5,1.95115,1.64399
17371,2017-10-14,7,7.8047,4.69126
17371,2017-10-15,3,9.46689,3.1725
17371,2017-10-16,3,0.63282,0.84376
17371,2017-10-17,2,0,0
17371,2017-10-18,1,0.0085,0
17371,2017-10-19,1,0.4672,0
17371,2017-10-28,14,23.3191,41.3616
17371,2017-10-29,18,23.4893,0
17371,2017-10-30,7,0.05106,7.48935
17371,2017-10-31,9,12.41229,2.18758
17371,2017-11-01,2,0.00859,0
17371,2017-11-04,2,0.21453,0
17371,2017-11-08,1,0.00863,0
17371,2017-11-20,1,0.46711,0
17371,2017-11-28,25,30.70249,27.68255
17371,2017-11-29,3,0.01681,0
17371,2018-01-23,6,2.61366,0
17371,2018-01-24,4,0.03268,0
17371,2018-03-21,1,4.47249,14.43393
17371,2018-03-24,5,12.32596,6.4962
17371,2018-03-25,7,8.55519,2.28679
17371,2018-03-28,1,0.00805,0
17371,2018-04-05,8,18.24405,8.54809
17371,2018-04-06,13,2.64589,2.4423
17371,2018-04-11,1,0.00811,0
17371,2018-04-12,1,0,0
17371,2018-04-16,1,0.89229,1.6548
17371,2018-04-17,5,2.59574,4.8346
17371,2018-04-21,5,1.69849,0.90587
17371,2018-04-25,1,0.00818,0
17371,2018-05-05,2,5.84238,0
17371,2018-05-06,1,1.83618,0
17371,2018-05-09,3,0.63102,0.42067
17371,2018-05-10,2,2.0613,0
17371,2018-05-15,1,0.00836,0
17371,2018-05-29,3,0.64329,0
17371,2018-06-05,1,0.21369,0.42738
17371,2018-06-06,9,1.92349,1.7097
17371,2018-06-20,3,0.64641,0
17371,2018-06-24,6,13.90749,5.80487
17371,2018-06-25,6,22.89235,3.89858
17371,2018-06-29,6,9.6227,32.40421
17371,2018-07-03,5,16.26787,23.97371
17371,2018-07-04,1,0.0086,0
17371,2018-07-05,21,27.78058,9.4165
17371,2018-07-08,5,3.21797,2.13961
17371,2018-07-10,12,53.63233,0.45923
17371,2018-07-11,1,0.00852,0
17371,2018-07-13,11,27.81351,13.01418
17371,2018-07-16,8,8.60867,0.89941
17371,2018-07-18,1,0.00855,0
17371,2018-08-01,13,3.41632,2.56224
17371,2018-10-01,1,1.89625,3.62011
17371,2019-02-01,1,0,0
17371,2019-02-24,14,33.95197,27.97292
17371,2019-02-25,6,10.58244,0
17371,2019-02-27,1,0,0
17371,2019-02-28,3,2.63907,7.03755
17371,2019-03-04,13,55.71033,24.03551
17371,2019-03-05,2,10.56257,0
17371,2019-03-06,10,18.51092,9.90776
17371,2019-03-08,1,0,0
17371,2019-03-09,8,26.88493,15.9723
17371,2019-03-10,9,46.71809,23.79978
17371,2019-03-13,4,2.82072,0
17371,2019-04-02,9,71.9477,47.10672
17371,2019-04-03,2,8.92858,0
17371,2019-04-05,1,0,0
17371,2019-04-08,10,65.50993,36.56784
17371,2019-04-09,3,13.6282,0.19622
17371,2019-04-10,1,4.4373,8.87459
17371,2019-04-11,1,4.43816,0
17371,2019-04-15,5,19.31349,36.00701
17371,2019-04-18,3,19.02482,2.42456
17371,2019-04-21,9,22.15337,2.22066
17371,2019-04-22,5,10.23141,0
17371,2019-04-26,1,0,0
17371,2019-08-01,4,6.6389,3.76801
17371,2019-08-02,1,0,0
17371,2019-08-07,3,9.85072,8.9552
17371,2019-08-19,27,29.76003,16.23269
17371,2019-08-23,9,7.43597,7.2106
17371,2019-08-26,17,4.489,2.2445
17371,2019-08-31,3,0.67755,0.45169
17371,2019-10-06,9,63.84114,26.44847
17371,2019-10-16,3,11.79215,0
17371,2019-11-05,14,76.21423,98.63018
17371,2019-11-06,16,80.98207,53.96095
17371,2019-11-07,4,10.83436,0
17371,2019-11-09,13,68.03172,36.16304
17371,2019-11-11,28,119.60899,103.89412
17371,2019-11-12,9,68.05888,99.79196
17371,2019-11-14,31,202.57722,124.45326
17371,2019-11-15,2,3.63379,0
17371,2019-11-16,1,0.90854,0
17371,2019-11-19,18,10.93453,5.87392
17371,2019-11-20,2,0.45184,0.45184
17371,2019-11-27,29,367.65206,217.86789
17371,2020-02-28,9,92.60115,5.51631
17371,2020-03-01,5,19.1787,9.13271
17371,2020-03-05,2,7.62707,8.07572
17371,2020-03-10,3,6.56556,8.75407
17371,2020-03-11,5,13.56881,5.25244
17371,2020-03-16,5,7.65164,5.40116
17371,2020-03-18,2,4.51838,4.51837
17371,2020-03-31,3,4.71519,0
17371,2020-04-04,4,2.29444,0
17371,2020-06-05,1,0.89164,2.67491
17371,2020-07-01,3,14.24986,2.67185
17371,2020-07-04,10,113.09332,52.72654
17371,2020-07-15,1,2.9022,0
17371,2020-07-16,7,58.30778,0.23745
17371,2020-07-18,2,14.47286,1.20169
17372,2015-03-30,3,15.50954,16.60432
17372,2015-03-31,3,3.21641,0
17372,2015-04-01,4,10.20498,22.25541
17372,2015-04-02,9,19.49832,4.09395
17372,2015-04-03,4,4.6464,8.36353
17372,2015-04-04,3,2.31053,1.57116
17372,2015-04-06,1,0.91191,0
17372,2015-04-07,1,9.10249,0
17372,2015-04-08,1,1.8205,0
17372,2015-04-12,1,1.86306,0
17372,2015-04-15,1,0.47174,1.01896
17372,2015-04-17,2,2.33449,0.84041
17372,2015-04-20,2,1.38876,0
17372,2015-04-21,2,2.77752,0
17389,2015-02-07,2,16,17.14
17389,2015-02-08,5,70,1049.61
17389,2015-02-09,8,175,18.13
17389,2015-02-10,5,155,0
17389,2015-02-13,3,70,25.63
17389,2015-02-15,9,165,85.11
17389,2015-03-05,7,220,0
17389,2015-04-02,3,55,64.3
17389,2015-04-05,1,20,0
17389,2015-04-21,1,30,0
17389,2015-07-28,1,5,0
17389,2015-10-20,3,3,5.58
17389,2015-10-21,29,49,47.47
17389,2015-10-22,14,65,129.24
17389,2015-10-25,7,65,128.94
17389,2015-10-26,12,76,353.65
17389,2015-10-27,3,13,8.33
17389,2015-10-28,10,85,103.18
17389,2015-10-29,11,79,0
17389,2015-10-31,1,5,0
17389,2015-11-02,7,61,307.63
17389,2015-11-03,5,59,68.79
17389,2015-11-04,1,20,0
17389,2015-11-05,1,20,294.84
17389,2015-11-06,9,139,189.84
17389,2015-11-09,9,155,87.88
17389,2015-11-10,2,20,0
17389,2015-11-12,8,135,0
17389,2015-11-13,4,34,53.8
17389,2015-11-15,4,60,0
17389,2015-11-16,8,140,267.58
17389,2015-11-17,2,40,0
17389,2015-11-18,8,140,203.49
17389,2015-11-19,1,20,0
17389,2015-11-24,1,20,40
